id	title	creator	pubd	pages	bc
dli.osmania.3040	ಮುಂದಿನ ದೇವರು	ಕೆ.ಕೆ.ಶೆಟ್ಟಿ	1936-01-01T00:00:00Z		
dli.osmania.3041	ಕುರುಡು ಓದು	ಮಾನಪ್ಪ	1946-01-01T00:00:00Z		
dli.osmania.3042	ಎಚ್ಚತ್ತ ಆಗ್ನೇಯ ಏಶಿಯ	ಎಂ. ಹರಿದಾಸ	1942-01-01T00:00:00Z		
dli.osmania.3043	ಕರುಣಾಲಹರಿ	ಎಂ.ವಿ. ಸೀತಾರಾಮಯ್ಯ	1955-01-01T00:00:00Z		
dli.osmania.3044	ಪುಟ್ಟರಸು	ಹೊಯಿಸಳ	1949-01-01T00:00:00Z		
dli.osmania.3045	ಮುಗುಳುನಗೆ	ಜಿಬಿಜ್	1950-01-01T00:00:00Z		
dli.osmania.3046	ಸಾವಿನ ಮೇಜವಾನಿ	ಪಾಟೀಲ ಪುಟ್ಟಪ್ಪ	1946-01-01T00:00:00Z		
dli.osmania.3047	ಕನ್ನದ ಸಾರ್ಥ ಜ್ಞಾನೇಶ್ವರಿ	ಶ್ರೀನಿವಾಸ ಕೃಷ್ಣ ಕುಲಕರ್ಣಿ	1952-01-01T00:00:00Z		
dli.osmania.3048	ಹೆಚ್ಚಾವುದು?	ರಘು	1939-01-01T00:00:00Z		
dli.osmania.3049	ದೇಶಾಂತರದ ಕಥೆಗಳು	ದೇವುಡು	1942-01-01T00:00:00Z		
dli.osmania.3050	ವೃಷ್ಟಿಧಾರೆ	ಧನ್ವಂತ	1949-01-01T00:00:00Z		
dli.osmania.3051	ಶ್ರೀ ಬನಶಂಕರಿ ಮಹಾತ್ಮೆ (ಶ್ರೀ ಶಾಕಂಬರಿ ಮಹಾತ್ಮೆ)	ಯಲ್ಲೋ ಗುಡ್ಡೋ ಕುಲಕರ್ಣಿ	1922-01-01T00:00:00Z		
dli.osmania.3052	ವಡ್ಡಾರಾಧನೆ	ಶ್ರೀಕಂಠಯ್ಯ ಅಚ್ಚುಕೂಟ	1949-01-01T00:00:00Z		
dli.osmania.3053	ಸಿದ್ಧರಾಮೇಶ್ವರನ ವಚನಗಳು	ಫ.ಗು.ಹಳಕಟ್ಟಿ	1932-01-01T00:00:00Z		
dli.osmania.3054	ಚಿನ್ನದ ಬಳೆ ಮತ್ತು ಇತರ ಕಥೆಗಳು	ಜಯಲಕ್ಷ್ಮಿ ಆರ್. ಶ್ರೀನಿವಾಸನ್	1946-01-01T00:00:00Z		
dli.osmania.3055	ಬೆಕ್ಕೋಜಿ	ಡಿ. ವಿ. ಜಿ.	1951-01-01T00:00:00Z		
dli.osmania.3056	ಮೈಥಿಲೀ	ಎಸ್. ಅನಂತನಾರಾಯಣ	1950-01-01T00:00:00Z		
dli.osmania.3057	ಕೆಲವು ಕಥೆಗಳು	ಆನಂದ	1944-01-01T00:00:00Z		
dli.osmania.3058	ಥರ್ಡಕ್ಲಾಸ ವೇಟಿಂಗ ರೂಮು	ಬೀಚಿ	1955-01-01T00:00:00Z		
dli.osmania.3059	ಸಮುದ್ರದಾಚೆಯಿಂದ ಭಾಗ ೨	ವಿ. ಕೃ. ಗೋಕಾಕ	1950-01-01T00:00:00Z		
dli.osmania.3060	ಬ್ರಹ್ಮಚರ್ಯವೇ ಜೀವನ ವೀರ್ಯನಾಶವೇ ಮೃತ್ಯು	ವರೂಡ ಶಿವಾನಂದಸ್ವಾಮಿ	1950-01-01T00:00:00Z		
dli.osmania.3061	ವೀಣೆ ಭವಾನಿ ಮತ್ತು ಇತರ ಕಥೆಗಳು	ಶ್ರೀಮತಿ ಕುಂತಳ	1945-01-01T00:00:00Z		
dli.osmania.3062	ತಾವರೆಕೆರೆ	ಕೈಲಾಸಂ	1943-01-01T00:00:00Z		
dli.osmania.3063	ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲೆಯ ಪ್ರಾಚೀನ ಇತಿಹಾಸ	ಎಮ್. ಗಣಪತಿರಾವ್	1923-01-01T00:00:00Z		
dli.osmania.3064	ರಥಸಪ್ತಮಿ ಇತರ ಚಿತ್ರಗಳು	ಪು. ತಿ. ನರಸಿಂಹಾಚಾರ್ಯ	1945-01-01T00:00:00Z		
dli.osmania.3065	ದೃಷ್ಠಿಲಾಭ	ವಿ.ಎಂ. ಇನಾಂದಾರ್	1932-01-01T00:00:00Z		
dli.osmania.3066	ತೌಲಷ್ಟಾಯಿಯವರ ಕಥೆಗಳು	ಎಲ್. ಗುಂಡಪ್ಪ	1934-01-01T00:00:00Z		
dli.osmania.3067	ದೆಯ್ಯದ ಮನೆ ಅಥವಾ ಆಷಾಢ ಬಹುಳ ಅಮಾವಾಸ್ಯೆ	ಕೆ.ವಿ. ಐಯರ್	1949-01-01T00:00:00Z		
dli.osmania.3068	ಕನಕೋರ್ಣಾರ್ಜುನ ಕಥಾವಳಿ	ಬಿ. ಕೃಷ್ಣಪ್ಪ	1922-01-01T00:00:00Z		
dli.osmania.3069	ಅವಳ ಹುಚ್ಚು	ರಾಮಕೃಷ್ಣ ಶೆಟ್ಟಿ ಕಾರ್ಯಹಳ್ಳ	1950-01-01T00:00:00Z		
dli.osmania.3070	ನಮ್ಮ ಹಿಂದೂಸ್ಥಾನ	ಮಿನೂ ಮಸಾನಿ	1942-01-01T00:00:00Z		
dli.osmania.3071	ತಳಿರು ತೋರಣ	ಮ.ವಿ. ನಾಯಕ	1949-01-01T00:00:00Z		
dli.osmania.3072	ಆಗಷ್ಟ ಬಾನ್ ಬಟ್ಟು	ಬಸವರಾಜ ಕಟ್ಟೀಮನಿ	1942-01-01T00:00:00Z		
dli.osmania.3073	ಮರಾಠರು ಇಂಗ್ಲೀಷರು ೧ ೨ ೩ ಭಾಗಗಳು	ಭಿ.ಪ. ಕಾಳೆ	1941-01-01T00:00:00Z		
dli.osmania.3074	ಕಾಂಗ್ರೆಸ್ಸಿನ ಕಥೆ	ದತ್ತಾತ್ರೇಯ ಪರಶುರಾಮ ಕರಮಕರ	1935-01-01T00:00:00Z		
dli.osmania.3075	ಭಾಸ	ಎಚ್.ಎಲ್. ಹರಿಯಪ್ಪ	1941-01-01T00:00:00Z		
dli.osmania.3076	ಪ್ರೇತ ಸಂಹಾರ	ಜಿ. ದಾಶರಥಿ ದೀಕ್ಷಿತ್	1952-01-01T00:00:00Z		
dli.osmania.3077	ಕಲಿಕುಠಾರ	ವೆಂಕಟೇಶ ತಿರಕೋ ಕುಲಕರ್ಣಿ ಗಳಗನಾಥ	1938-01-01T00:00:00Z		
dli.osmania.3078	ಶ್ರೀ ಮಧ್ವಾಯುಮಹಾಪುರಾಣದ ಸಂಚಿಕಾ ೬	ಆರ್. ಸೇತುಮಾಧವಾಚಾರ್	1945-01-01T00:00:00Z		
dli.osmania.3079	ಆಧುನಿಕ ಚೀನಾ	ಎನ್. ಅನಂತನಾರಾಯಣ	1945-01-01T00:00:00Z		
dli.osmania.3080	ಸತ್ಯ - ಅಹಿಂಸೆ	ಮೋ. ಕ. ಗಾಂಧೀ	1955-01-01T00:00:00Z		
dli.osmania.3081	ಕಣ್ಣು ಮತ್ತು ಅದರ ರಕ್ಷಣೆ	ಡಾ|| ಡಿ. ಶಾಮಣ್ಣ	1940-01-01T00:00:00Z		
dli.osmania.3082	ಸಾಹಿತ್ಯ ವಿಹಾರ ಪುಸ್ತಕ ೨	ಶಿಕ್ಷಣದ ಪ್ರಚಾರ ಸಮಿತಿ	1947-01-01T00:00:00Z		
dli.osmania.3083	ಜೀವನ ಕಲೆ	ಬಸವರಾಜ ಕಟ್ಟೀಮನಿ	1942-01-01T00:00:00Z		
dli.osmania.3084	ಕಂಬನಿ	ಮಿಸೆಸ್ ಬಿ.ಟಿ.ಜಿ ಕೃಷ್ಣ	1939-01-01T00:00:00Z		
dli.osmania.3085	ಮಂಜಿನ ಮಣಿ	ಎಂ. ರಾಮರಾವ್	1942-01-01T00:00:00Z		
dli.osmania.3086	ಆರಿಯಾಳು	ಬಿಂದುಮಾಧವ ಕುಲಕರ್ಣಿ	1950-01-01T00:00:00Z		
dli.osmania.3087	ಹೂದೋಟ - ಭಾಗ ೧	ಟಿ.ಶ್ರೀಪತಿ	1947-01-01T00:00:00Z		
dli.osmania.3088	ನಾಗರಮರಿ	ದೇಸಾಯಿ ಪಾಂಡುರಂಗರಾಯರು	1952-01-01T00:00:00Z		
dli.osmania.3089	ಸಿಡಿಲು	ಭಾಲಚಂದ್ರ ಘಾಣೇಕರ್	1937-01-01T00:00:00Z		
dli.osmania.3090	ವಿಹಾರ	ಕೆ.ಎನ್. ದೊರೆಸ್ವಾಮಿ	1944-01-01T00:00:00Z		
dli.osmania.3091	ಕನ್ನಡ ನಾಡಿನ ಕಥಗಳು	ನಾರಾಯಣ ಶರ್ಮ	1940-01-01T00:00:00Z		
dli.osmania.3092	ಗೋಮುಖವ್ಯಾಘ್ರ	ನಾಗರಾಜ ತಾ.ರಾ.	1950-01-01T00:00:00Z		
dli.osmania.3093	ಜಾತಕ ಕತೆಗಳು	ಜಿ. ಪಿ. ರಾಜರತ್ನಂ	1941-01-01T00:00:00Z		
dli.osmania.3094	ಕೋದಂಡನ ಉಪನ್ಯಾಸಗಳು ದ್ವಿತೀಯ ಭಾಗ	ಜಿ. ವಾಮನ ಭಟ್ಟ	1950-01-01T00:00:00Z		
dli.osmania.3095	ವಿದ್ಯುಚ್ಛಕ್ತಿಯ ವೈಭವ	ಬಿ.ಎ. ಕೃಷ್ಣ ಸ್ವಾಮಿರಾವ್	1939-01-01T00:00:00Z		
dli.osmania.3096	ನನ್ನ ದೇವರು ಮತ್ತು ಇತರ ಕಥೆಗಳು	ಕೆ.ವಿ. ಪುಟ್ಟಪ್ಪ	1940-01-01T00:00:00Z		
dli.osmania.3097	ಪ್ರತಿಫಲ ಮತ್ತು ಇತರ ಕಥೆಗಳು	ಜಯಲಕ್ಷ್ಮಿ ಆರ್. ಶ್ರೀನಿವಾಸನ್	1944-01-01T00:00:00Z		
dli.osmania.3098	ಉರ್ದೂ ಕಥಾವಳಿ	ಗುರುನಾಥ ಜೋಶಿ	1942-01-01T00:00:00Z		
dli.osmania.3099	ಐತಿಹಾಸಿಕ ಕಥಾವಳಿ	ಪಂಜೆ ಮಂಗೇಶರಾಯರು	1937-01-01T00:00:00Z		
dli.osmania.3100	ಚಿತ್ರದುರ್ಗದ ಪಾಳಯಗಾರರು	ಎಂ. ಎಸ್. ಪುಟ್ಟಣ್ಣ	1924-01-01T00:00:00Z		
dli.osmania.3101	ಮುರುಘರಾಜೇಂದ್ರ ವಿಜಯ ಅಥವಾ ವೀರಶೈವ ಮತಾಬ್ಧಿ ಚಂದ್ರೋದಯ	ಜಿ.ಎಚ್. ಹೂಸೂರ, ಮುಳಗುಂದ	1940-01-01T00:00:00Z		
dli.osmania.3102	ಛಕಮಕಿ ಕಥಾಸನ್ಕಕ ನ ಕನ್ನದ ೨	ಬೇಂದ್ರೆ ಲಕ್ಷ್ಮಣರಾಯರು	1945-01-01T00:00:00Z		
dli.osmania.3103	ವಿಷನಿಮಿಷಗಳು	ಹಿರೇಮಲ್ಲೂರು ಈಶ್ವರನ್	1946-01-01T00:00:00Z		
dli.osmania.3104	ಸೈಮನ್ನನ ತಂದೆ	ವಿವಿಧ ಲೇಖಕರು	1951-01-01T00:00:00Z		
dli.osmania.3105	ರಾಜಸ್ಥಾನ ಕಥಾವಳಿ	ಎಂ. ರಾಮರಾವ್	1929-01-01T00:00:00Z		
dli.osmania.3106	ಕನ್ನಡದ ಅತ್ಯುತ್ತಮ ಸಣ್ಣ ಕಥೆಗಳು ಮೂರನೆಯ ಸಂಪುಟ	ಕೆ. ನರಸಿಂಹಮೂರ್ತಿ	1955-01-01T00:00:00Z		
dli.osmania.3107	ಚಂಡಶಾಸನ ಕಥಾಸಂಗ್ರಹದ ವಿವರಣೆ	ಹೆಚ್. ಎಂ. ಶಂಕರನಾರಾಯಣ ರಾವ್	1953-01-01T00:00:00Z		
dli.osmania.3108	ಸರಸ - ವಿರಸ	ಸುವಿಕಾಸ ಸಾಹಿತ್ಯ ಸಮಿತಿ	1950-01-01T00:00:00Z		
dli.osmania.3109	ಮಾರ್ಗದರ್ಶಕ	ಎಂ.ವಿ. ಸೀತಾರಾಮಯ್ಯ	1940-01-01T00:00:00Z		
dli.osmania.3110	ರಥ - ರಥಿಕ (ಲಘು ಪ್ರಬಂಧಗಳು)	ಎನ್. ಪ್ರಹ್ಲಾದ ರಾವ್	1942-01-01T00:00:00Z		
dli.osmania.3111	ಹನ್ನೊಂದನೇ ಅವತಾರ	ಬೀಚಿ	1951-01-01T00:00:00Z		
dli.osmania.3112	ಸ್ವಾಮಿ ಮತ್ತು ಅವನ ಸ್ನೇಹಿತರು	ಆರ್.ಕೆ ನಾರಾಯಣ	1945-01-01T00:00:00Z		
dli.osmania.3113	ದೂಡು ಮತ್ತು ಇತರ ಕತೆಗಳು	ಆರ್. ಕೆ. ನಾರಾಯಣ	1946-01-01T00:00:00Z		
dli.osmania.3114	ಯುದ್ಧರಂಗದಿಂದ	ಆರ್.ಎ. ರಾವ್	1950-01-01T00:00:00Z		
dli.osmania.3115	ಗೃಹದಾಹ	ದಿ. ಪ್ರೇಮಚಂದ	1942-01-01T00:00:00Z		
dli.osmania.3116	ಹಿಂದೂಸ್ಥಾನದ ಕಥೆ	ಮುಲ್ಕ್ ರಾಜ್ ಆನಂದ್	1950-01-01T00:00:00Z		
dli.osmania.3117	ಗಗನ ಪಿಶಾಚಿ ಅಥವಾ ರಾಜಕೀಯ ಗುಪ್ತರಹಸ್ಯ	ರಾಧಾರಮಣ	1949-01-01T00:00:00Z		
dli.osmania.3118	ಕಲಾವಿದನ ತ್ಯಾಗ ಇತರ ಕಥೆಗಳು	ಕೆ.ವಿ. ಜಗನ್ನಾಥನ್	1943-01-01T00:00:00Z		
dli.osmania.3119	ಕಾರಣಿಕ ಕುಮಾರಯೋಗಿ	ಶಿವಾಚಾರ್ಯ ಚನ್ನಬಸವ ದೇಶಿಕೇಂದ್ರ	1950-01-01T00:00:00Z		
dli.osmania.3120	ಸ್ಕೂಲ್ ಮಿಸ್ಟ್ರೆಸ್	ಲಭ್ಯವಿಲ್ಲ	1949-01-01T00:00:00Z		
dli.osmania.3121	ಶ್ರೀ ವೆಂಕಟೇಶ ಮಹಾತ್ಮೆ	ಶ್ರೀನಿವಾಸ ನರಸಿಂಹ ಕಾಟೋಟಿ	1953-01-01T00:00:00Z		
dli.osmania.3122	ಸೀತಾ-ರತ್ನ	ಎಂ. ರಮಾನಂದ ಘಾಟೆ	1954-01-01T00:00:00Z		
dli.osmania.3123	ನೀಹಾರ	ಎಸ್.ಕೆ. ಕರೀಂಖಾನ್	1945-01-01T00:00:00Z		
dli.osmania.3124	ರಾಜಾಜಿಯವರ ಕಥೆಗಳು	ಸಂಪದ್ಗಿರಿ ರಾವ್	1947-01-01T00:00:00Z		
dli.osmania.3125	ಶಾಲಾ ಭಾರತವರ್ಷ ಅಥವಾ ಹಿಂದುಸ್ತಾನದ ಇತಿಹಾಸ ಆವೃತ್ತಿ ೨	ನರಸಿಂಹ ಪಾಂಡುರಂಗ ಮೋಡಕ	1939-01-01T00:00:00Z		
dli.osmania.3126	ತೆನೆಗಳು	ಕರ್ನಾಟಕ ಸಂಘ	1944-01-01T00:00:00Z		
dli.osmania.3127	ಹಿಂದೂಸ್ಥಾನದ ಪ್ರಾಚೀನ ಇತಿಹಾಸ	ನಾ.ಪಾಂ. ಮೋಡಕ	1933-01-01T00:00:00Z		
dli.osmania.3128	ಕಥಾಸಂಗ್ರಹ ಸಂಪುಟ ೧	ಡೇನಿಯಲ್ ಸ್ಯಾಂಡರ್ಸನ್	1921-01-01T00:00:00Z		
dli.osmania.3129	ಕನ್ನಡ ಸಾಹಿತ್ಯ ಚಿತ್ರಗಳು	ಎಲ್. ಗುಂಡಪ್ಪ	1935-01-01T00:00:00Z		
dli.osmania.3130	ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ	ಸ್ವಾಮಿ ಶಾಂಭವಾನಂದ	1950-01-01T00:00:00Z		
dli.osmania.3131	ಚಕ್ರವರ್ತಿಯ ಕೋಗಿಲೆ	ಎಂ. ರಾಮರಾವ್	1946-01-01T00:00:00Z		
dli.osmania.3132	ದೇವತೆಗಳು ನಕ್ಕಾಗ	ವಿ.ಎನ್.ಶಣ್ಮುಖಯ್ಯ	1951-01-01T00:00:00Z		
dli.osmania.3133	ಅಳು-ನಗು ಐದು ಕಥೆಗಳು	ಮನೋರಂಜನ ಸಂಘ	1936-01-01T00:00:00Z		
dli.osmania.3134	ಸಂಸ್ಕೃತ ಕವಿಚರಿತೆ ಪ್ರಥಮ ಸಂಪುಟ	ಎಂ.ಎನ್. ಶ್ರೀನಿವಾಸ ಅಯ್ಯಂಗಾರ್	1928-01-01T00:00:00Z		
dli.osmania.3135	ಯೋಧನ ಪುನರಾಗಮನ ಮತ್ತು ಇತರ ಕಥೆಗಳು	ಎ.ಎನ್. ಮೂರ್ತಿರಾವ್	1947-01-01T00:00:00Z		
dli.osmania.3136	ಕಿಚ್ಚು	ಬಿ. ಅಶ್ವತ್ಥ ನಾರಾಯಣರಾವ್	1940-01-01T00:00:00Z		
dli.osmania.3137	ಪಕ್ಷಿಗಾನ	ಆನಂದ	1942-01-01T00:00:00Z		
dli.osmania.3138	ಪಾತಾಳದಲ್ಲಿ ಪಾಪಚ್ಚಿ	ನಾ. ಕಸ್ತೂರಿ	1935-01-01T00:00:00Z		
dli.osmania.3139	ಮಾತಿನ ಮಲ್ಲಿ	ಜಿ. ಪಿ. ರಾಜರತ್ನಂ	1940-01-01T00:00:00Z		
dli.osmania.3140	ಮುತ್ತಿನ ಚಿಪ್ಪು	ಕೆ. ನಾಗೇಶರಾಯ	1946-01-01T00:00:00Z		
dli.osmania.3141	ದಿನಾರಿ	ಹೊಯಿಸಳ	1942-01-01T00:00:00Z		
dli.osmania.3142	ಸತ್ಕಥಾಲಾಪ	ಮಹಾದೇವ ಪ್ರಭಾಕರ ಪೂಜಾರ	1939-01-01T00:00:00Z		
dli.osmania.3143	ಸೂಗಸಿನ ಕಥೆ ಭಾಗ ೧	ಸಾನೆ ಗುರೂಜಿ	1941-01-01T00:00:00Z		
dli.osmania.3144	ಜೀವರಸ	ಎಂ. ರಾಮರಾವ್	1947-01-01T00:00:00Z		
dli.osmania.3145	ಏಷಿಯಾಖಂಡದ ಜಾಗೃತಿ	ಎಂ. ಎ. ದೊರಸ್ವಾಮಿ ಅಯ್ಯಂಗಾರ್	1933-01-01T00:00:00Z		
dli.osmania.3146	ಚಿಪ್ಪಿಗನ ಸಾಹಸ	ಎಂ. ರಾಮರಾವ್	1947-01-01T00:00:00Z		
dli.osmania.3147	ರಾಜಾ ರಾಣಿ ದೇಖೋ!	ಹಿರೇಮಲ್ಲೂರು ಈಶ್ವರನ್	1949-01-01T00:00:00Z		
dli.osmania.3148	ಶಿಲ್ಪಿ	ಎ. ಎನ್. ಅನ್ನಪೂರ್ಣಾ ರಾವ್	1949-01-01T00:00:00Z		
dli.osmania.3149	ಇಂಗ್ಲೆಂಡಿನ ರಾಜಕೀಯ ಬೆಳವಣಿಗೆ	ಪಿ.ಜಿ. ಸತ್ಯಗಿರಿನಾಥನ್	1940-01-01T00:00:00Z		
dli.osmania.3150	ನವರತ್ನಗಳು	ಹೆಚ್. ಸುಬ್ಬಾಜೋಯಿಸ್	1939-01-01T00:00:00Z		
dli.osmania.3151	ಹವಳದ ದ್ವೀಪ	ಎ.ಎನ್. ಮೂರ್ತಿರಾವ್	1942-01-01T00:00:00Z		
dli.osmania.3152	ಶ್ರೀಕೃಷ್ಣಾ ವಧೂತರ ಚರಿತ್ರಪು	ರಾಮಚಂದ್ರ	1924-01-01T00:00:00Z		
dli.osmania.3153	ಭಾರತಿಯ ಐತಿಹಾಸ ಪ್ರವೇಶಿಕ ಪ್ರಥಮ ಭಾಗ	ಕಂದಾಡೆ ಕೃಷ್ಣಯ್ಯಂಗಾರ್	1934-01-01T00:00:00Z		
dli.osmania.3154	ಹುಚ್ಚ ಮುನಸೀಫ ಮತ್ತು ಇತರೆ ಕಥೆಗಳು	ಬಾಗಲೋಡಿ ದೇವರಾಯ	1949-01-01T00:00:00Z		
dli.osmania.3155	ಮದುವೆ ಮಾಡಿ ನೋಡು	ಜಿಬಿಜ್	1950-01-01T00:00:00Z		
dli.osmania.3156	ವೃತ್ತಪತ್ರಿಕೆಗಳು	ಡಿ. ವಿ. ಗುಂಡಪ್ಪ	1928-01-01T00:00:00Z		
dli.osmania.3157	ಮಲೆನಾಡಿನ ಚಿತ್ರಗಳು	ಕುವೆಂಪು	1946-01-01T00:00:00Z		
dli.osmania.3158	ಗಾಂಧೀ ಕಥೆಗಳು	ಸಿದ್ಧವನಹಳ್ಳಿ ಕೃಷ್ಣಶರ್ಮ	1942-01-01T00:00:00Z		
dli.osmania.3159	ಮೋಕ್ಷಗುಂಡಂ ವಿಶ್ವೇಶ್ವರಯ್ಯ ಜೀವನ ಚರಿತ್ರೆ	ವಿ.ಎಸ್. ನಾರಾಯಣರಾವ್	1952-01-01T00:00:00Z		
dli.osmania.3160	ವಿವಾಹ ಮಂಗಳ	ಆರ್. ವ್ಯಾಸರಾವ್	1930-01-01T00:00:00Z		
dli.osmania.3161	ಸಮುದ್ರದಾಚೆಯಿಂದ	ವಿ. ಕೃ. ಗೋಕಾಕ	1938-01-01T00:00:00Z		
dli.osmania.3162	ಸಮತಿ ಮದನಕುಮಾರರ ಚರಿತ್ರ	ಎಂ.ಎಸ್. ಪುಟ್ಟಣ್ಣ	1913-01-01T00:00:00Z		
dli.osmania.3163	ಯದ್ವಾ ತದ್ವಾ	ಎನ್. ಕಸ್ತೂರಿ	1939-01-01T00:00:00Z		
dli.osmania.3164	ನಿರಾಶ್ರಿತೆ	ಹೆಚ್. ವಿ. ಸಾವಿತ್ರಮ್ಮ	1949-01-01T00:00:00Z		
dli.osmania.3165	ರಘುಕುಲ ಚರಿತಂ	ಶ್ರೀ ಶಾರದ ಮಾಸಪತ್ರಿಕೆ - ಶಿವಗಂಗೆ ಮಠ	1913-01-01T00:00:00Z		
dli.osmania.3166	ಸ್ನಾನಪಥದ ಹೇಳಿಕೆ ಮತ್ತು ಇತರ ಕಥೆಗಳು	ಎ.ನಾರಾಯಣಸ್ವಾಮಿ ಅಯ್ಯರ್	1942-01-01T00:00:00Z		
dli.osmania.3167	ದಿಲ್ಲಿಯ ಪತ್ರಗಳು	ಎಸ್.ವಿ. ಕೃಷ್ಣಮೂರ್ತಿರಾವ್	1950-01-01T00:00:00Z		
dli.osmania.3168	ಸಣ್ಣ ಕತೆಗಳು	ಅಶ್ವತ್ಥ	1947-01-01T00:00:00Z		
dli.osmania.3169	ಚಿನ್ನದ ದೋಸೆ ಮತ್ತು ಇತರ ಕಥೆಗಳು	ಜಿ. ಪಿ. ರಾಜರತ್ನಂ	1953-01-01T00:00:00Z		
dli.osmania.3170	ಮೃಗಜಲ	ಟಿ.ಆರ್.ಭಾಗವತ	1946-01-01T00:00:00Z		
dli.osmania.3171	ದೇವಗಾನ	ಶ್ರೀ.ಕು.ಸೌ.ರತ್ನಮ್ಮ	1942-01-01T00:00:00Z		
dli.osmania.3172	ಶ್ರೀಮದ್ವಾಯುಮಹಾಪುರಾಣಂ ಸಂಚಿಕೆ ೪	ಆರ್. ಸೇತುಮಾಧವಾಚಾರ್	1947-01-01T00:00:00Z		
dli.osmania.3173	ರಾಮದಾಸ	ಎನ್.ಬಿ. ಅಲ್ಫಾನ್ಸೋ	1946-01-01T00:00:00Z		
dli.osmania.3174	ಸುಮತಿ ಮತ್ತು ಅನುರಾಧಾ	ಶರಶ್ಚಂದ್ರ	1944-01-01T00:00:00Z		
dli.osmania.3175	ಮೋಜಿನ ಜೀವನ ಅಥವಾ ಮೋಹನ	ಜಿ.ಆರ್.ಮಹಾಬಲಭಟ್ಟ	1935-01-01T00:00:00Z		
dli.osmania.3176	ಅಭಿಮನ್ಯು	ಲಭ್ಯವಿಲ್ಲ	1933-01-01T00:00:00Z		
dli.osmania.3177	ಶ್ರೀ ರಾಮಕೃಷ್ಣ ಪರಮಹಂಸ	ಕೆ.ವಿ. ಪುಟ್ಟಪ್ಪ	1934-01-01T00:00:00Z		
dli.osmania.3178	ಮೋಡಗಳು	ಶ್ರೀಸ್ವಾಮಿ	1942-01-01T00:00:00Z		
dli.osmania.3179	ರತಿದೇವಿ ಮತ್ತು ಇತರ ಕಥೆಗಳು	ಎಂ.ವಿ. ಸೀತಾರಾಮಯ್ಯ	1945-01-01T00:00:00Z		
dli.osmania.3180	ತಲೆಹರಟೆ	ನಾಡಿಗೇರ ಕೃಷ್ಣರಾಯ	1942-01-01T00:00:00Z		
dli.osmania.3181	ಮಾನಸರೋವರ	ಪ್ರೇಮಚಂದ (ಅನುವಾದ ಮೇವುಂಡಿ ಮಲ್ಲಾರಿ)	1953-01-01T00:00:00Z		
dli.osmania.3182	ಗಾಂಧೀ ವಿಚಾರದೋಹನ	ಕಿಶೋರಲಾಲ್ ಮಶೂರ್ ವಾಲಾ	1951-01-01T00:00:00Z		
dli.osmania.3183	ಆರತಿ	ಮೇವುಂಡಿ ಮಲ್ಲಾರಿ ಮತ್ತು ದತ್ತಾತ್ರೇಯ ಕುಲಕರ್ಣಿ	1941-01-01T00:00:00Z		
dli.osmania.3184	ಸಾರಜನಕದ ಮಹತ್ವ	ಹೆಚ್. ಸುಬ್ಬಾಜೋಯಿಸ್	1941-01-01T00:00:00Z		
dli.osmania.3185	ನೆರೆಮನೆಯ ಹುಡುಗಿ	ಎಸ್. ಪಿ. ಭಟ್ಟ	1941-01-01T00:00:00Z		
dli.osmania.3186	ಕೋಟಿ ಚೆನ್ನಯ್ಯ	ಪಂಜೆ ಮಂಗೇಶರಾವ್	1924-01-01T00:00:00Z		
dli.osmania.3187	ಮುಂದುವರಿದ ಜಪಾನು	ಕೆ.ಎಲ್. ನಂಜಪ್ಪ	1939-01-01T00:00:00Z		
dli.osmania.3188	ಶ್ರೀ ಪುರಂದರದಾಸಾರ್ಯರ ಚರಿತೆ	ಶ್ರೀಪಾದದಾಸ	1925-01-01T00:00:00Z		
dli.osmania.3189	ಸಣ್ಣ ಕಥೆಗಳು	ಶ್ರೀನಿವಾಸ	1940-01-01T00:00:00Z		
dli.osmania.3190	ಮೊಗ್ಗು	ಜಯಲಕ್ಷ್ಮಿ ಆರ್. ಶ್ರೀನಿವಾಸನ್	1943-01-01T00:00:00Z		
dli.osmania.3191	ಸರ್ವಜ್ಞ ಕವಿ	ಎ.ಆರ್.ಕೃಷ್ಣಶಾಸ್ತ್ರಿ	1941-01-01T00:00:00Z		
dli.osmania.3192	ಅವರು ಮತ್ತು ದೇವಕ್ಕ	ಶ್ರೀನಿವಾಸ	1948-01-01T00:00:00Z		
dli.osmania.3193	ಗಾಂಧೀಜಿಯವರ ರಾಜಕೀಯ ಪತ್ರಗಳು	ಸಿದ್ಧವನಹಳ್ಳಿ ಕೃಷ್ಣಶರ್ಮ	1952-01-01T00:00:00Z		
dli.osmania.3194	ಮನೆತನದ ಗೌರವ	ಬೀಚಿ	1924-01-01T00:00:00Z		
dli.osmania.3195	ಅಪೂರ್ವ ತ್ಯಾಗ	ಸಾನೆ ಗುರೂಜಿ	1952-01-01T00:00:00Z		
dli.osmania.3196	ಸಾಲುದೀಪ	ಜೈನೇಂದ್ರ ಕುಮಾರರು (ಅನುವಾದ ಶ್ರೀ ಗುರುನಾಥ ಜೋಶಿ)	1938-01-01T00:00:00Z		
dli.osmania.3197	ಶ್ರೀಪತಿಯ ಕಥೆಗಳು	ಶ್ರೀಪತಿ	1947-01-01T00:00:00Z		
